scientific_name;sharecount;article_cnt;gl_hits;Charisma;Kingdom;Class;Order;Family;Genus;Species;Listing;NativeDistributionFullNames;Extinct_Distribution;common_name
Perameles bougainville;17079.0;91;14600;0;Animalia;Mammalia;Peramelemorphia;Peramelidae;Perameles;bougainville;I;Australia;; Long-nosed Bandicoot
Perameles bougainville;17079.0;91;14600;0;Animalia;Mammalia;Peramelemorphia;Peramelidae;Perameles;bougainville;I;Australia;; Mal
Perameles bougainville;17079.0;91;14600;0;Animalia;Mammalia;Peramelemorphia;Peramelidae;Perameles;bougainville;I;Australia;; Marl
Perameles bougainville;17079.0;91;14600;0;Animalia;Mammalia;Peramelemorphia;Peramelidae;Perameles;bougainville;I;Australia;; Western Barred Bandicoot
Acinonyx jubatus;15123.0;36;692000;1;Animalia;Mammalia;Carnivora;Felidae;Acinonyx;jubatus;I;Algeria,Angola,Benin,Botswana,Burkina Faso,Cameroon,Central African Republic,Chad,Democratic Republic of the Congo,Djibouti,Eritrea,Eswatini,Ethiopia,Iran (Islamic Republic of),Kenya,Malawi,Mali,Mauritania,Mozambique,Namibia,Niger,Nigeria,Somalia,South Africa,South Sudan,Sudan,Togo,Uganda,United Republic of Tanzania,Western Sahara,Zambia,Zimbabwe;Afghanistan,Burundi,India,Iraq,Israel,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Lebanon,Libya,Morocco,Pakistan,Saudi Arabia,Senegal,Syrian Arab Republic,Tajikistan,Tunisia,Turkmenistan,Uzbekistan,Yemen;Cheetah
Acinonyx jubatus;15123.0;36;692000;1;Animalia;Mammalia;Carnivora;Felidae;Acinonyx;jubatus;I;Algeria,Angola,Benin,Botswana,Burkina Faso,Cameroon,Central African Republic,Chad,Democratic Republic of the Congo,Djibouti,Eritrea,Eswatini,Ethiopia,Iran (Islamic Republic of),Kenya,Malawi,Mali,Mauritania,Mozambique,Namibia,Niger,Nigeria,Somalia,South Africa,South Sudan,Sudan,Togo,Uganda,United Republic of Tanzania,Western Sahara,Zambia,Zimbabwe;Afghanistan,Burundi,India,Iraq,Israel,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Lebanon,Libya,Morocco,Pakistan,Saudi Arabia,Senegal,Syrian Arab Republic,Tajikistan,Tunisia,Turkmenistan,Uzbekistan,Yemen; Hunting Leopard
Nilssonia nigricans;15106.0;20;8600;0;Animalia;Reptilia;Testudines;Trionychidae;Nilssonia;nigricans;I;Bangladesh,India;;Black soft-shell turtle
Nilssonia nigricans;15106.0;20;8600;0;Animalia;Reptilia;Testudines;Trionychidae;Nilssonia;nigricans;I;Bangladesh,India;; Black Softshell Turtle
Nilssonia nigricans;15106.0;20;8600;0;Animalia;Reptilia;Testudines;Trionychidae;Nilssonia;nigricans;I;Bangladesh,India;; Bostami Turtle
Cacatua haematuropygia;14151.0;29;25400;0;Animalia;Aves;Psittaciformes;Cacatuidae;Cacatua;haematuropygia;I;Philippines;;Philippine Cockatoo
Cacatua haematuropygia;14151.0;29;25400;0;Animalia;Aves;Psittaciformes;Cacatuidae;Cacatua;haematuropygia;I;Philippines;; Red-vented Cockatoo
Neophocaena asiaeorientalis;12924.0;29;34200;0;Animalia;Mammalia;Cetacea;Phocoenidae;Neophocaena;asiaeorientalis;I;China,Democratic People's Republic of Korea,Japan,Republic of Korea,Taiwan, Province of China;;Black Finless Porpoise
Neophocaena asiaeorientalis;12924.0;29;34200;0;Animalia;Mammalia;Cetacea;Phocoenidae;Neophocaena;asiaeorientalis;I;China,Democratic People's Republic of Korea,Japan,Republic of Korea,Taiwan, Province of China;; Finless Porpoise
Neophocaena asiaeorientalis;12924.0;29;34200;0;Animalia;Mammalia;Cetacea;Phocoenidae;Neophocaena;asiaeorientalis;I;China,Democratic People's Republic of Korea,Japan,Republic of Korea,Taiwan, Province of China;; Narrow-ridged finless porpoise
Puma concolor;12604.0;84;883000;1;Animalia;Mammalia;Carnivora;Felidae;Puma;concolor;I/II;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Canada,Chile,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,United States of America,Uruguay,Venezuela (Bolivarian Republic of);;Cougar
Puma concolor;12604.0;84;883000;1;Animalia;Mammalia;Carnivora;Felidae;Puma;concolor;I/II;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Canada,Chile,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,United States of America,Uruguay,Venezuela (Bolivarian Republic of);; Deer Tiger
Puma concolor;12604.0;84;883000;1;Animalia;Mammalia;Carnivora;Felidae;Puma;concolor;I/II;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Canada,Chile,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,United States of America,Uruguay,Venezuela (Bolivarian Republic of);; Mountain Lion
Puma concolor;12604.0;84;883000;1;Animalia;Mammalia;Carnivora;Felidae;Puma;concolor;I/II;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Canada,Chile,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,United States of America,Uruguay,Venezuela (Bolivarian Republic of);; Puma
Puma concolor;12604.0;84;883000;1;Animalia;Mammalia;Carnivora;Felidae;Puma;concolor;I/II;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Canada,Chile,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,United States of America,Uruguay,Venezuela (Bolivarian Republic of);; Red Tiger
Ursus thibetanus;12592.0;66;165000;1;Animalia;Mammalia;Carnivora;Ursidae;Ursus;thibetanus;I;Afghanistan,Bangladesh,Bhutan,Cambodia,China,Democratic People's Republic of Korea,India,Iran (Islamic Republic of),Japan,Lao People's Democratic Republic,Mongolia,Myanmar,Nepal,Pakistan,Republic of Korea,Russian Federation,Taiwan, Province of China,Thailand,Viet Nam;;Asian Black Bear
Ursus thibetanus;12592.0;66;165000;1;Animalia;Mammalia;Carnivora;Ursidae;Ursus;thibetanus;I;Afghanistan,Bangladesh,Bhutan,Cambodia,China,Democratic People's Republic of Korea,India,Iran (Islamic Republic of),Japan,Lao People's Democratic Republic,Mongolia,Myanmar,Nepal,Pakistan,Republic of Korea,Russian Federation,Taiwan, Province of China,Thailand,Viet Nam;; Asiatic black bear
Ursus thibetanus;12592.0;66;165000;1;Animalia;Mammalia;Carnivora;Ursidae;Ursus;thibetanus;I;Afghanistan,Bangladesh,Bhutan,Cambodia,China,Democratic People's Republic of Korea,India,Iran (Islamic Republic of),Japan,Lao People's Democratic Republic,Mongolia,Myanmar,Nepal,Pakistan,Republic of Korea,Russian Federation,Taiwan, Province of China,Thailand,Viet Nam;; Himalayan Black Bear
Herpailurus yagouaroundi;12080.0;27;72600;0;Animalia;Mammalia;Carnivora;Felidae;Herpailurus;yagouaroundi;I/II;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,United States of America,Venezuela (Bolivarian Republic of);Uruguay;Eyra Cat
Herpailurus yagouaroundi;12080.0;27;72600;0;Animalia;Mammalia;Carnivora;Felidae;Herpailurus;yagouaroundi;I/II;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,United States of America,Venezuela (Bolivarian Republic of);Uruguay; Jaguarundi
Dermochelys coriacea;12078.0;69;326000;1;Animalia;Reptilia;Testudines;Dermochelyidae;Dermochelys;coriacea;I;Albania,Algeria,American Samoa,Angola,Anguilla (United Kingdom),Antigua and Barbuda,Argentina,Aruba,Australia,Bahamas,Bangladesh,Barbados,Belgium,Belize,Benin,Brazil,British Virgin Islands (United Kingdom),Brunei Darussalam,Cabo Verde,Cambodia,Cameroon,Canada,Chile,China,Colombia,Comoros,Congo,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Fiji,France,French Guiana [FR],French Polynesia,Gabon,Gambia,Ghana,Greece,Grenada,Guadeloupe,Guatemala,Guinea,Guinea Bissau,Guyana,Haiti,Honduras,Iceland,India,Indonesia,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kiribati,Kuwait,Lebanon,Liberia,Libya,Madagascar,Malaysia,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Monaco,Montenegro,Montserrat (United Kingdom),Morocco,Mozambique,Myanmar,Namibia,Nauru,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Peru,Philippines,Portugal,Puerto Rico,Qatar,Republic of Korea,Russian Federation,Saint Helena and Dependencies (United Kingdom),Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,Sint Maarten,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Suriname,Sweden,Syrian Arab Republic,Taiwan, Province of China,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands (United Kingdom),Tuvalu,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA,Western Sahara,Yemen;;Coffin-back
Dermochelys coriacea;12078.0;69;326000;1;Animalia;Reptilia;Testudines;Dermochelyidae;Dermochelys;coriacea;I;Albania,Algeria,American Samoa,Angola,Anguilla (United Kingdom),Antigua and Barbuda,Argentina,Aruba,Australia,Bahamas,Bangladesh,Barbados,Belgium,Belize,Benin,Brazil,British Virgin Islands (United Kingdom),Brunei Darussalam,Cabo Verde,Cambodia,Cameroon,Canada,Chile,China,Colombia,Comoros,Congo,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Fiji,France,French Guiana [FR],French Polynesia,Gabon,Gambia,Ghana,Greece,Grenada,Guadeloupe,Guatemala,Guinea,Guinea Bissau,Guyana,Haiti,Honduras,Iceland,India,Indonesia,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kiribati,Kuwait,Lebanon,Liberia,Libya,Madagascar,Malaysia,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Monaco,Montenegro,Montserrat (United Kingdom),Morocco,Mozambique,Myanmar,Namibia,Nauru,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Peru,Philippines,Portugal,Puerto Rico,Qatar,Republic of Korea,Russian Federation,Saint Helena and Dependencies (United Kingdom),Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,Sint Maarten,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Suriname,Sweden,Syrian Arab Republic,Taiwan, Province of China,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands (United Kingdom),Tuvalu,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA,Western Sahara,Yemen;; Leatherback
Dermochelys coriacea;12078.0;69;326000;1;Animalia;Reptilia;Testudines;Dermochelyidae;Dermochelys;coriacea;I;Albania,Algeria,American Samoa,Angola,Anguilla (United Kingdom),Antigua and Barbuda,Argentina,Aruba,Australia,Bahamas,Bangladesh,Barbados,Belgium,Belize,Benin,Brazil,British Virgin Islands (United Kingdom),Brunei Darussalam,Cabo Verde,Cambodia,Cameroon,Canada,Chile,China,Colombia,Comoros,Congo,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Fiji,France,French Guiana [FR],French Polynesia,Gabon,Gambia,Ghana,Greece,Grenada,Guadeloupe,Guatemala,Guinea,Guinea Bissau,Guyana,Haiti,Honduras,Iceland,India,Indonesia,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kiribati,Kuwait,Lebanon,Liberia,Libya,Madagascar,Malaysia,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Monaco,Montenegro,Montserrat (United Kingdom),Morocco,Mozambique,Myanmar,Namibia,Nauru,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Peru,Philippines,Portugal,Puerto Rico,Qatar,Republic of Korea,Russian Federation,Saint Helena and Dependencies (United Kingdom),Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,Sint Maarten,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Suriname,Sweden,Syrian Arab Republic,Taiwan, Province of China,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands (United Kingdom),Tuvalu,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA,Western Sahara,Yemen;; Leatherback sea turtle
Dermochelys coriacea;12078.0;69;326000;1;Animalia;Reptilia;Testudines;Dermochelyidae;Dermochelys;coriacea;I;Albania,Algeria,American Samoa,Angola,Anguilla (United Kingdom),Antigua and Barbuda,Argentina,Aruba,Australia,Bahamas,Bangladesh,Barbados,Belgium,Belize,Benin,Brazil,British Virgin Islands (United Kingdom),Brunei Darussalam,Cabo Verde,Cambodia,Cameroon,Canada,Chile,China,Colombia,Comoros,Congo,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Fiji,France,French Guiana [FR],French Polynesia,Gabon,Gambia,Ghana,Greece,Grenada,Guadeloupe,Guatemala,Guinea,Guinea Bissau,Guyana,Haiti,Honduras,Iceland,India,Indonesia,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kiribati,Kuwait,Lebanon,Liberia,Libya,Madagascar,Malaysia,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Monaco,Montenegro,Montserrat (United Kingdom),Morocco,Mozambique,Myanmar,Namibia,Nauru,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Peru,Philippines,Portugal,Puerto Rico,Qatar,Republic of Korea,Russian Federation,Saint Helena and Dependencies (United Kingdom),Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,Sint Maarten,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Suriname,Sweden,Syrian Arab Republic,Taiwan, Province of China,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands (United Kingdom),Tuvalu,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA,Western Sahara,Yemen;; Leatherback Turtle
Dermochelys coriacea;12078.0;69;326000;1;Animalia;Reptilia;Testudines;Dermochelyidae;Dermochelys;coriacea;I;Albania,Algeria,American Samoa,Angola,Anguilla (United Kingdom),Antigua and Barbuda,Argentina,Aruba,Australia,Bahamas,Bangladesh,Barbados,Belgium,Belize,Benin,Brazil,British Virgin Islands (United Kingdom),Brunei Darussalam,Cabo Verde,Cambodia,Cameroon,Canada,Chile,China,Colombia,Comoros,Congo,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Fiji,France,French Guiana [FR],French Polynesia,Gabon,Gambia,Ghana,Greece,Grenada,Guadeloupe,Guatemala,Guinea,Guinea Bissau,Guyana,Haiti,Honduras,Iceland,India,Indonesia,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kiribati,Kuwait,Lebanon,Liberia,Libya,Madagascar,Malaysia,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Monaco,Montenegro,Montserrat (United Kingdom),Morocco,Mozambique,Myanmar,Namibia,Nauru,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Peru,Philippines,Portugal,Puerto Rico,Qatar,Republic of Korea,Russian Federation,Saint Helena and Dependencies (United Kingdom),Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,Sint Maarten,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Suriname,Sweden,Syrian Arab Republic,Taiwan, Province of China,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands (United Kingdom),Tuvalu,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA,Western Sahara,Yemen;; Leathery Turtle
Dermochelys coriacea;12078.0;69;326000;1;Animalia;Reptilia;Testudines;Dermochelyidae;Dermochelys;coriacea;I;Albania,Algeria,American Samoa,Angola,Anguilla (United Kingdom),Antigua and Barbuda,Argentina,Aruba,Australia,Bahamas,Bangladesh,Barbados,Belgium,Belize,Benin,Brazil,British Virgin Islands (United Kingdom),Brunei Darussalam,Cabo Verde,Cambodia,Cameroon,Canada,Chile,China,Colombia,Comoros,Congo,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Fiji,France,French Guiana [FR],French Polynesia,Gabon,Gambia,Ghana,Greece,Grenada,Guadeloupe,Guatemala,Guinea,Guinea Bissau,Guyana,Haiti,Honduras,Iceland,India,Indonesia,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kiribati,Kuwait,Lebanon,Liberia,Libya,Madagascar,Malaysia,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Monaco,Montenegro,Montserrat (United Kingdom),Morocco,Mozambique,Myanmar,Namibia,Nauru,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Peru,Philippines,Portugal,Puerto Rico,Qatar,Republic of Korea,Russian Federation,Saint Helena and Dependencies (United Kingdom),Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,Sint Maarten,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Suriname,Sweden,Syrian Arab Republic,Taiwan, Province of China,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands (United Kingdom),Tuvalu,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA,Western Sahara,Yemen;; Luth
Dermochelys coriacea;12078.0;69;326000;1;Animalia;Reptilia;Testudines;Dermochelyidae;Dermochelys;coriacea;I;Albania,Algeria,American Samoa,Angola,Anguilla (United Kingdom),Antigua and Barbuda,Argentina,Aruba,Australia,Bahamas,Bangladesh,Barbados,Belgium,Belize,Benin,Brazil,British Virgin Islands (United Kingdom),Brunei Darussalam,Cabo Verde,Cambodia,Cameroon,Canada,Chile,China,Colombia,Comoros,Congo,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Fiji,France,French Guiana [FR],French Polynesia,Gabon,Gambia,Ghana,Greece,Grenada,Guadeloupe,Guatemala,Guinea,Guinea Bissau,Guyana,Haiti,Honduras,Iceland,India,Indonesia,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kiribati,Kuwait,Lebanon,Liberia,Libya,Madagascar,Malaysia,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Monaco,Montenegro,Montserrat (United Kingdom),Morocco,Mozambique,Myanmar,Namibia,Nauru,Netherlands,Netherlands Antilles,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Peru,Philippines,Portugal,Puerto Rico,Qatar,Republic of Korea,Russian Federation,Saint Helena and Dependencies (United Kingdom),Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,Sint Maarten,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Suriname,Sweden,Syrian Arab Republic,Taiwan, Province of China,Thailand,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands (United Kingdom),Tuvalu,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA,Western Sahara,Yemen;; Luth Turtle
