gl_hits;scientific_name;Charisma;Kingdom;Class;Order;Family;Genus;Species;Listing;NativeDistributionFullNames;Extinct_Distribution
10600;Lophophorus sclateri;0;Animalia;Aves;Galliformes;Phasianidae;Lophophorus;sclateri;I;China,India,Myanmar;
10500;Nomascus hainanus;0;Animalia;Mammalia;Primates;Hylobatidae;Nomascus;hainanus;I;China;
10500;Presbytis potenziani;0;Animalia;Mammalia;Primates;Cercopithecidae;Presbytis;potenziani;I;Indonesia;
10400;Eulemur rufus;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;rufus;I;Madagascar;
10300;Hapalemur alaotrensis;0;Animalia;Mammalia;Primates;Lemuridae;Hapalemur;alaotrensis;I;Madagascar;
10200;Eulemur collaris;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;collaris;I;Madagascar;
10100;Grus canadensis pulla;0;Animalia;Aves;Gruiformes;Gruidae;Grus;canadensis;I;United States of America;
10100;Hylobates albibarbis;0;Animalia;Mammalia;Primates;Hylobatidae;Hylobates;albibarbis;I;Indonesia;
9970;Chiropotes albinasus;0;Animalia;Mammalia;Primates;Pitheciidae;Chiropotes;albinasus;I;Brazil;
9970;Hippotragus niger variani;0;Animalia;Mammalia;Artiodactyla;Bovidae;Hippotragus;niger;I;Angola,Zambia;
9840;Cheirogaleus major;0;Animalia;Mammalia;Primates;Cheirogaleidae;Cheirogaleus;major;I;Madagascar;
9760;Berardius arnuxii;0;Animalia;Mammalia;Cetacea;Ziphiidae;Berardius;arnuxii;I;Antarctica,Argentina,Australia,Brazil,Chile,Falkland Islands (Malvinas),New Zealand,South Africa;
9670;Atrichornis clamosus;0;Animalia;Aves;Passeriformes;Atrichornithidae;Atrichornis;clamosus;I;Australia;
9480;Cyclura collei;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;collei;I;Jamaica;
9340;Rhinopithecus avunculus;0;Animalia;Mammalia;Primates;Cercopithecidae;Rhinopithecus;avunculus;I;Viet Nam;
9300;Chasmistes cujus;0;Animalia;Actinopteri;Cypriniformes;Catostomidae;Chasmistes;cujus;I;United States of America;
9160;Sminthopsis psammophila;0;Animalia;Mammalia;Dasyuromorphia;Dasyuridae;Sminthopsis;psammophila;I;Australia;
9090;Anas nesiotis;0;Animalia;Aves;Anseriformes;Anatidae;Anas;nesiotis;I;New Zealand;
9020;Encephalartos nubimontanus;0;Plantae;;Cycadales;Zamiaceae;Encephalartos;nubimontanus;I;;South Africa
9010;Rhinopithecus brelichi;0;Animalia;Mammalia;Primates;Cercopithecidae;Rhinopithecus;brelichi;I;China;
8990;Pitta gurneyi;0;Animalia;Aves;Passeriformes;Pittidae;Pitta;gurneyi;I;Myanmar,Thailand;
8910;Cervus elaphus hanglu;0;Animalia;Mammalia;Artiodactyla;Cervidae;Cervus;elaphus;I;India;Pakistan
8870;Microcebus myoxinus;0;Animalia;Mammalia;Primates;Cheirogaleidae;Microcebus;myoxinus;I;Madagascar;
8800;Capricornis milneedwardsii;0;Animalia;Mammalia;Artiodactyla;Bovidae;Capricornis;milneedwardsii;I;Cambodia,China,Lao People's Democratic Republic,Myanmar,Thailand,Viet Nam;
8790;Pangshura tecta;0;Animalia;Reptilia;Testudines;Geoemydidae;Pangshura;tecta;I;Bangladesh,India,Nepal,Pakistan;
8780;Prionailurus bengalensis bengalensis;0;Animalia;Mammalia;Carnivora;Felidae;Prionailurus;bengalensis;I/II;Bangladesh,Cambodia,China,India,Lao People's Democratic Republic,Myanmar,Pakistan,Thailand,Viet Nam;
8720;Naemorhedus baileyi;0;Animalia;Mammalia;Artiodactyla;Bovidae;Naemorhedus;baileyi;I;China,India,Myanmar;
8660;Gallirallus sylvestris;0;Animalia;Aves;Gruiformes;Rallidae;Gallirallus;sylvestris;I;Australia;
8600;Nilssonia nigricans;0;Animalia;Reptilia;Testudines;Trionychidae;Nilssonia;nigricans;I;Bangladesh,India;
8540;Lepilemur leucopus;0;Animalia;Mammalia;Primates;Lepilemuridae;Lepilemur;leucopus;I;Madagascar;
8500;Cephalophus jentinki;0;Animalia;Mammalia;Artiodactyla;Bovidae;Cephalophus;jentinki;I;Côte d'Ivoire,Liberia,Sierra Leone;
8460;Cyclura carinata;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;carinata;I;Bahamas,Turks and Caicos Islands (United Kingdom);
8450;Guarouba guarouba;0;Animalia;Aves;Psittaciformes;Psittacidae;Guarouba;guarouba;I;Brazil;
8430;Encephalartos transvenosus;0;Plantae;;Cycadales;Zamiaceae;Encephalartos;transvenosus;I;South Africa;
8390;Cercopithecus roloway;0;Animalia;Mammalia;Primates;Cercopithecidae;Cercopithecus;roloway;I;Côte d'Ivoire,Ghana;
8390;Phaner furcifer;0;Animalia;Mammalia;Primates;Cheirogaleidae;Phaner;furcifer;I;Madagascar;
8380;Heteroglaux blewitti;0;Animalia;Aves;Strigiformes;Strigidae;Heteroglaux;blewitti;I;India;
8360;Branta canadensis leucopareia;0;Animalia;Aves;Anseriformes;Anatidae;Branta;canadensis;I;Canada,Japan,Mexico,Russian Federation,United States of America;
8250;Epioblasma florentina;0;Animalia;Bivalvia;Unionoida;Unionidae;Epioblasma;florentina;I;United States of America;
8240;Vini ultramarina;0;Animalia;Aves;Psittaciformes;Loriidae;Vini;ultramarina;I;French Polynesia;
8230;Cyclura cychlura;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;cychlura;I;Bahamas;
8060;Brookesia perarmata;0;Animalia;Reptilia;Sauria;Chamaeleonidae;Brookesia;perarmata;I;Madagascar;
8000;Dypsis decipiens;0;Plantae;;Arecales;Palmae;Dypsis;decipiens;I;Madagascar;
7860;Zosterops albogularis;0;Animalia;Aves;Passeriformes;Zosteropidae;Zosterops;albogularis;I;Norfolk Island;
7850;Echinocereus schmollii;0;Plantae;;Caryophyllales;Cactaceae;Echinocereus;schmollii;I;Mexico;
7750;Capricornis thar;0;Animalia;Mammalia;Artiodactyla;Bovidae;Capricornis;thar;I;Bangladesh,Bhutan,India,Nepal;
7740;Manis tetradactyla;0;Animalia;Mammalia;Pholidota;Manidae;Manis;tetradactyla;I;Angola,Cameroon,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Ghana,Guinea,Liberia,Nigeria,Sierra Leone,Uganda;
7740;Epicrates monensis;0;Animalia;Reptilia;Serpentes;Boidae;Epicrates;monensis;I;British Virgin Islands (United Kingdom),Puerto Rico,Virgin Islands of the USA;
7710;Colinus virginianus ridgwayi;0;Animalia;Aves;Galliformes;Phasianidae;Colinus;virginianus;I;Mexico;United States of America
7680;Psittacula echo;0;Animalia;Aves;Psittaciformes;Psittacidae;Psittacula;echo;I;Mauritius;
7650;Lepilemur septentrionalis;0;Animalia;Mammalia;Primates;Lepilemuridae;Lepilemur;septentrionalis;I;Madagascar;
7620;Potamilus capax;0;Animalia;Bivalvia;Unionoida;Unionidae;Potamilus;capax;I;United States of America;
7420;Ducula mindorensis;0;Animalia;Aves;Columbiformes;Columbidae;Ducula;mindorensis;I;Philippines;
7080;Ninox natalis;0;Animalia;Aves;Strigiformes;Strigidae;Ninox;natalis;I;Christmas Island;
7080;Villosa trabalis;0;Animalia;Bivalvia;Unionoida;Unionidae;Villosa;trabalis;I;United States of America;
6940;Rhyticeros subruficollis;0;Animalia;Aves;Coraciiformes;Bucerotidae;Rhyticeros;subruficollis;I;Malaysia,Myanmar,Thailand;
6860;Piliocolobus rufomitratus;0;Animalia;Mammalia;Primates;Cercopithecidae;Piliocolobus;rufomitratus;I;Kenya;
6850;Axis calamianensis;0;Animalia;Mammalia;Artiodactyla;Cervidae;Axis;calamianensis;I;Philippines;
6720;Melanochelys tricarinata;0;Animalia;Reptilia;Testudines;Geoemydidae;Melanochelys;tricarinata;I;Bangladesh,Bhutan,India,Nepal;
6710;Semnopithecus hector;0;Animalia;Mammalia;Primates;Cercopithecidae;Semnopithecus;hector;I;India,Nepal;
6700;Sminthopsis longicaudata;0;Animalia;Mammalia;Dasyuromorphia;Dasyuridae;Sminthopsis;longicaudata;I;Australia;
6400;Nectophrynoides asperginis;0;Animalia;Amphibia;Anura;Bufonidae;Nectophrynoides;asperginis;I;;
6400;Pediocactus paradinei;0;Plantae;;Caryophyllales;Cactaceae;Pediocactus;paradinei;I;United States of America;
6390;Nilssonia gangetica;0;Animalia;Reptilia;Testudines;Trionychidae;Nilssonia;gangetica;I;Afghanistan,Bangladesh,India,Nepal,Pakistan;
6250;Pygathrix nigripes;0;Animalia;Mammalia;Primates;Cercopithecidae;Pygathrix;nigripes;I;Cambodia,Viet Nam;
6110;Mimizuku gurneyi;0;Animalia;Aves;Strigiformes;Strigidae;Mimizuku;gurneyi;I;Philippines;
6030;Plethobasus cooperianus;0;Animalia;Bivalvia;Unionoida;Unionidae;Plethobasus;cooperianus;I;United States of America;
6020;Lampsilis higginsii;0;Animalia;Bivalvia;Unionoida;Unionidae;Lampsilis;higginsii;I;United States of America;
6010;Morenia ocellata;0;Animalia;Reptilia;Testudines;Geoemydidae;Morenia;ocellata;I;Myanmar;
5980;Capricornis rubidus;0;Animalia;Mammalia;Artiodactyla;Bovidae;Capricornis;rubidus;I;Myanmar;
5750;Quadrula sparsa;0;Animalia;Bivalvia;Unionoida;Unionidae;Quadrula;sparsa;I;United States of America;
5680;Pitta kochi;0;Animalia;Aves;Passeriformes;Pittidae;Pitta;kochi;I;Philippines;
5600;Cnemaspis psychedelica;0;Animalia;Reptilia;Sauria;Gekkonidae;Cnemaspis;psychedelica;I;Viet Nam;
5590;Bolyeria multocarinata;0;Animalia;Reptilia;Serpentes;Bolyeriidae;Bolyeria;multocarinata;I;;Mauritius
5270;Cuora bourreti;0;Animalia;Reptilia;Testudines;Geoemydidae;Cuora;bourreti;I;Lao People's Democratic Republic,Viet Nam;
5240;Axis porcinus annamiticus;0;Animalia;Mammalia;Artiodactyla;Cervidae;Axis;porcinus;I;Cambodia,China,Lao People's Democratic Republic,Viet Nam;Thailand
5200;Propithecus deckenii;0;Animalia;Mammalia;Primates;Indriidae;Propithecus;deckenii;I;Madagascar;
5100;Cyclura pinguis;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;pinguis;I;British Virgin Islands (United Kingdom);
5100;Moschus fuscus;0;Animalia;Mammalia;Artiodactyla;Moschidae;Moschus;fuscus;I/II;Bhutan,China,India,Myanmar,Nepal;
4930;Trachypithecus shortridgei;0;Animalia;Mammalia;Primates;Cercopithecidae;Trachypithecus;shortridgei;I;China,Myanmar;
4830;Lampsilis virescens;0;Animalia;Bivalvia;Unionoida;Unionidae;Lampsilis;virescens;I;United States of America;
4790;Cyclura ricordi;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;ricordi;I;Dominican Republic,Haiti;
4710;Cophotis ceylanica;0;Animalia;Reptilia;Sauria;Agamidae;Cophotis;ceylanica;I;Sri Lanka;
4600;Eulemur sanfordi;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;sanfordi;I;Madagascar;
4540;Pteropus pelewensis;0;Animalia;Mammalia;Chiroptera;Pteropodidae;Pteropus;pelewensis;I;Palau;
4540;Nilssonia hurum;0;Animalia;Reptilia;Testudines;Trionychidae;Nilssonia;hurum;I;Bangladesh,India,Nepal,Pakistan;
4520;Pachycereus militaris;0;Plantae;;Caryophyllales;Cactaceae;Pachycereus;militaris;I;Mexico;
4410;Gonatodes daudini;0;Animalia;Reptilia;Sauria;Gekkonidae;Gonatodes;daudini;I;Saint Vincent and the Grenadines;
4140;Paphiopedilum tigrinum;0;Plantae;;Orchidales;Orchidaceae;Paphiopedilum;tigrinum;I;China,Myanmar;
4070;Fusconaia edgariana;0;Animalia;Bivalvia;Unionoida;Unionidae;Fusconaia;edgariana;I;United States of America;
3990;Epioblasma torulosa gubernaculum;0;Animalia;Bivalvia;Unionoida;Unionidae;Epioblasma;torulosa;I;;United States of America
3960;Moschus cupreus;0;Animalia;Mammalia;Artiodactyla;Moschidae;Moschus;cupreus;I;Afghanistan,India,Pakistan;
3850;Encephalartos eugene-maraisii;0;Plantae;;Cycadales;Zamiaceae;Encephalartos;eugene-maraisii;I;South Africa;
3770;Epioblasma walkeri;0;Animalia;Bivalvia;Unionoida;Unionidae;Epioblasma;walkeri;I;United States of America;
3300;Abronia campbelli;0;Animalia;Reptilia;Sauria;Anguidae;Abronia;campbelli;I;Guatemala;
3160;Bunopithecus hoolock;0;Animalia;Mammalia;Primates;Hylobatidae;Bunopithecus;hoolock;I;Bangladesh,China,India,Myanmar;
3130;Cheirogaleus crossleyi;0;Animalia;Mammalia;Primates;Cheirogaleidae;Cheirogaleus;crossleyi;I;Madagascar;
3090;Lepilemur ankaranensis;0;Animalia;Mammalia;Primates;Lepilemuridae;Lepilemur;ankaranensis;I;Madagascar;
3010;Unio tampicoensis tecomatensis;0;Animalia;Bivalvia;Unionoida;Unionidae;Unio;tampicoensis;I;Mexico;
3010;Cyclura stejnegeri;0;Animalia;Reptilia;Sauria;Iguanidae;Cyclura;stejnegeri;I;Puerto Rico;
2940;Microcebus gerpi;0;Animalia;Mammalia;Primates;Cheirogaleidae;Microcebus;gerpi;I;Madagascar;
2810;Parides burchellanus;0;Animalia;Insecta;Lepidoptera;Papilionidae;Parides;burchellanus;I;Brazil;
2740;Toxolasma cylindrella;0;Animalia;Bivalvia;Unionoida;Unionidae;Toxolasma;cylindrella;I;United States of America;
2290;Eulemur albocollaris;0;Animalia;Mammalia;Primates;Lemuridae;Eulemur;albocollaris;I;Madagascar;
1650;Ovis hodgsoni;0;Animalia;Mammalia;Artiodactyla;Bovidae;Ovis;hodgsoni;I;China,India,Nepal;Bhutan
1570;Microcebus marohita;0;Animalia;Mammalia;Primates;Cheirogaleidae;Microcebus;marohita;I;Madagascar;
814;Altiphrynoides osgoodi;0;Animalia;Amphibia;Anura;Bufonidae;Altiphrynoides;osgoodi;I;Ethiopia;
641;Sarracenia rubra jonesii;0;Plantae;;Nepenthales;Sarraceniaceae;Sarracenia;rubra;I;United States of America;
587;Achillides chikae chikae;0;Animalia;Insecta;Lepidoptera;Papilionidae;Achillides;chikae;I;Philippines;
466;Nectophrynoides poyntoni;0;Animalia;Amphibia;Anura;Bufonidae;Nectophrynoides;poyntoni;I;United Republic of Tanzania;
